fname,label,clean,noise desc
1-155858-A-25.wav,footsteps,TRUE,
1-155858-B-25.wav,footsteps,TRUE,
1-155858-C-25.wav,footsteps,TRUE,
1-155858-D-25.wav,footsteps,TRUE,
1-155858-E-25.wav,footsteps,TRUE,
1-155858-F-25.wav,footsteps,TRUE,
1-223162-A-25.wav,footsteps,TRUE,
1-51147-A-25.wav,footsteps,TRUE,
2-209471-A-25.wav,footsteps,TRUE,
2-209472-A-25.wav,footsteps,TRUE,
2-209473-A-25.wav,footsteps,TRUE,
2-209474-A-25.wav,footsteps,TRUE,
2-209475-A-25.wav,footsteps,TRUE,
2-209476-A-25.wav,footsteps,TRUE,
2-209477-A-25.wav,footsteps,TRUE,
2-209478-A-25.wav,footsteps,TRUE,
3-103597-A-25.wav,footsteps,FALSE,雨の音が入っている
3-103598-A-25.wav,footsteps,TRUE,
3-103599-A-25.wav,footsteps,TRUE,
3-103599-B-25.wav,footsteps,TRUE,
3-249913-A-25.wav,footsteps,TRUE,
3-94342-A-25.wav,footsteps,TRUE,
3-94343-A-25.wav,footsteps,TRUE,
3-94344-A-25.wav,footsteps,TRUE,
4-117627-A-25.wav,footsteps,FALSE,暗騒音あり
4-117630-A-25.wav,footsteps,TRUE,
4-194979-A-25.wav,footsteps,TRUE,
4-194981-A-25.wav,footsteps,FALSE,風の音が大きい
4-198962-A-25.wav,footsteps,TRUE,
4-198962-B-25.wav,footsteps,TRUE,
4-218304-A-25.wav,footsteps,TRUE,
4-218304-B-25.wav,footsteps,TRUE,
5-234263-A-25.wav,footsteps,TRUE,
5-234855-A-25.wav,footsteps,TRUE,
5-243025-A-25.wav,footsteps,TRUE,
5-244310-A-25.wav,footsteps,FALSE,まあまあ暗騒音
5-263490-A-25.wav,footsteps,TRUE,
5-263491-A-25.wav,footsteps,TRUE,
5-263501-A-25.wav,footsteps,FALSE,ちょっと暗騒音
5-51149-A-25.wav,footsteps,TRUE,
